deviceid,start,end,today,n1,ts_datetime,network,ts_id,ts_airtemp,ts_frc1,ts_tc1,ts_frc2,ts_tc2,ts_ntu,ts_wattemp,ts_cond,ts_ph,ts_consent,n2,ts_cont,ts_cov,ts_clean,ts_cc,n3,n4,hh_cc,n5,hh_consent,n6,hh_datetime,hh_cont,hh_cont2,hh_clean,hh_same,n7,hh_draw,hh_draw/P,hh_draw/S,hh_draw/T,hh_draw/Oth,hh_cov,hh_sun,n8,hh_airtemp,hh_frc1,hh_tc1,hh_frc2,hh_tc2,hh_ntu,hh_wattemp,hh_cond,hh_ph,n9,_id,_uuid,_submission_time,_validation_status,_index
3.52514E+14,2019-08-07T08:30:01.132+06,2019-08-07T15:11:23.685+06,2019-08-07,,2019-08-07T08:30:00.000+06,net_01,25,27.2,0.47,0.49,,,0.21,27.4,309,7.8,1,,MJ,0,1,2,,,2,,1,,2019-08-07T15:07:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.1,0.33,0.34,,,0.4,28,313,7.84,,340928,5e33f263-b930-4ffb-a6fe-dcb865b69058,2019-08-08T10:49:10,,151
3.52514E+14,2019-08-06T08:31:19.653+06,2019-08-06T14:45:04.044+06,2019-08-06,,2019-08-06T08:31:00.000+06,net_03,10,27.9,0.67,0.68,,,0.96,27.7,,,1,,MJ,0,1,2,,,2,,1,,2019-08-06T14:34:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.3,0.34,0.36,,,1.03,29.6,,,,340929,e5d91bb6-26b9-44f1-a0f3-28a3898dfdcd,2019-08-08T10:49:10,,152
3.52514E+14,2019-08-07T08:41:48.804+06,2019-08-07T15:23:16.730+06,2019-08-07,,2019-08-07T08:41:00.000+06,net_01,2,28,1.01,1.02,,,0.45,27.9,314,7.15,1,,MJ,0,1,3,,,3,,1,,2019-08-07T15:19:00.000+06,1,,,1,,P,1,0,0,0,0,0,,20.1,0.9,0.92,,,0.55,28.1,308,7.81,,340930,0d1141b9-1f88-4b32-aad7-d87daed9ebb3,2019-08-08T10:49:12,,153
3.52514E+14,2019-08-06T08:45:20.304+06,2019-08-06T14:57:55.153+06,2019-08-06,,2019-08-06T08:45:00.000+06,net_03,13,28,0.54,0.63,,,0.31,27.4,,,1,,MJ,0,1,5,,,5,,1,,2019-08-06T14:47:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29,0.28,0.3,,,0.38,28.9,,,,340931,c6e5b23e-3bb4-4fa7-b888-80ccfc8cf199,2019-08-08T10:49:13,,154
3.52514E+14,2019-08-07T08:50:30.485+06,2019-08-07T15:33:34.745+06,2019-08-07,,2019-08-07T08:50:00.000+06,net_01,26,27.6,0.98,1.01,,,0.39,27.7,308,7.81,1,,MJ,0,1,4,,,4,,1,,2019-08-07T15:31:00.000+06,1,,,1,,P,1,0,0,0,0,0,,27.9,0.83,0.84,,,0.39,28.2,307,7.9,,340932,3503a7c3-61a7-4ba6-822b-7f678d7530d3,2019-08-08T10:49:15,,155
3.52514E+14,2019-08-06T09:01:02.837+06,2019-08-06T15:09:31.857+06,2019-08-06,,2019-08-06T09:01:00.000+06,net_03,14,28,0.66,0.68,,,0.5,27.4,,,1,,MJ,0,1,6,,,6,,1,,2019-08-06T14:59:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.4,0.29,0.31,,,0.78,29,,,,340933,28892e77-28e1-4ca6-b83d-89fbed465929,2019-08-08T10:49:15,,156
3.52514E+14,2019-08-07T09:03:07.147+06,2019-08-07T15:47:29.821+06,2019-08-07,,2019-08-07T09:03:00.000+06,net_01,23,28.3,0.93,1,,,0.61,27.8,308,7.73,1,,MJ,0,1,5,,,5,,1,,2019-08-07T15:44:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.1,0.52,0.54,,,0.52,27.9,309,7.74,,340934,42e74201-5ccd-4a35-9187-0c716e64d8ed,2019-08-08T10:49:17,,157
3.52514E+14,2019-08-06T09:15:46.628+06,2019-08-06T15:21:57.247+06,2019-08-06,,2019-08-06T09:15:00.000+06,net_03,15,28.3,0.45,0.48,,,0.43,27.4,,,1,,PB,1,1,7,,,7,,1,,2019-08-06T15:11:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.8,0.15,0.19,,,0.35,28.9,,,,340935,00070915-bd80-4e8a-98fe-4b3f6e154dcb,2019-08-08T10:49:20,,158
3.52514E+14,2019-08-07T09:11:31.427+06,2019-08-07T15:55:14.094+06,2019-08-07,,2019-08-07T09:11:00.000+06,net_01,27,28.7,1.06,1.07,,,0.79,28,306,7.88,1,,MJ,0,1,6,,,6,,1,,2019-08-07T15:51:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.3,0.84,0.93,,,0.45,28.2,307,7.03,,340936,17f16ee3-e478-4867-905d-7f60dd3254cc,2019-08-08T10:49:22,,159
3.52514E+14,2019-08-06T09:29:36.046+06,2019-08-06T15:35:10.578+06,2019-08-06,,2019-08-06T09:29:00.000+06,net_03,17,29.2,0.48,0.5,,,0.44,27.9,,,1,,MJ,0,1,8,,,8,,1,,2019-08-06T15:24:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.5,0.25,0.29,,,0.67,29.3,,,,340937,fa3f1e2e-b6a6-417d-8585-8b989ed04c35,2019-08-08T10:49:24,,160
3.52514E+14,2019-08-08T08:03:49.011+06,2019-08-08T14:40:47.357+06,2019-08-08,,2019-08-08T08:03:00.000+06,net_01,22,27.4,1.55,1.52,,,0.58,27.2,323,7.96,1,,PB,1,1,1,,,1,,1,,2019-08-08T14:39:00.000+06,1,,,1,,S,0,1,0,0,1,0,,29.3,0.37,0.42,,,1.14,29.6,323,8,,340938,999e6e4c-05f9-49bf-8fc3-450e45d1cdca,2019-08-08T10:49:25,,161
3.52514E+14,2019-08-07T08:25:42.805+06,2019-08-07T13:42:25.970+06,2019-08-07,,2019-08-07T08:25:00.000+06,net_09,4,27,0.08,0.09,,,1.01,27,,,1,,MJ,0,1,1,,,1,,1,,2019-08-07T13:33:00.000+06,1,,,1,,P,1,0,0,0,0,0,,27.7,0.05,0.06,,,1.49,27.7,,,,340939,ac35f66e-27ae-4f4e-90c5-380dfb144cc5,2019-08-08T10:49:27,,162
3.52514E+14,2019-08-08T08:13:24.755+06,2019-08-08T14:48:59.105+06,2019-08-08,,2019-08-08T08:13:00.000+06,net_01,20,28.5,1.45,1.42,,,0.57,28,309,7.91,1,,MJ,0,1,2,,,2,,1,,2019-08-08T14:47:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.4,1.27,1.21,,,0.41,28.8,309,7.95,,340940,7e515a33-23d5-4fc3-9543-edab5c8ffb82,2019-08-08T10:49:28,,163
