deviceid,start,end,today,n1,ts_datetime,network,ts_id,ts_airtemp,ts_frc1,ts_tc1,ts_frc2,ts_tc2,ts_ntu,ts_wattemp,ts_cond,ts_ph,ts_consent,n2,ts_cont,ts_cov,ts_clean,ts_cc,n3,n4,hh_cc,n5,hh_consent,n6,hh_datetime,hh_cont,hh_cont2,hh_clean,hh_same,n7,hh_draw,hh_draw/P,hh_draw/S,hh_draw/T,hh_draw/Oth,hh_cov,hh_sun,n8,hh_airtemp,hh_frc1,hh_tc1,hh_frc2,hh_tc2,hh_ntu,hh_wattemp,hh_cond,hh_ph,n9,_id,_uuid,_submission_time,_validation_status,_index
3.52514E+14,2019-08-20T09:11:43.082+06,2019-08-20T15:05:51.164+06,2019-08-20,,2019-08-20T09:11:00.000+06,net_03,2,29.1,0.4,0.42,,,0.75,28,,,1,,MJ,0,1,5,,,5,,1,,2019-08-20T14:58:00.000+06,1,,,1,,P,1,0,0,0,0,0,,33.1,0.17,0.18,,,0.76,33,,,,343647,e179959f-afbc-4536-8882-cf9e1e13d2fa,2019-08-21T10:17:15,,312
3.52514E+14,2019-08-21T08:35:04.148+06,2019-08-21T14:53:16.119+06,2019-08-21,,2019-08-21T08:35:00.000+06,net_01,24,30,1.14,1.45,,,0.54,29.4,311,7.76,1,,MJ,0,1,5,,,5,,1,,2019-08-21T14:50:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30.3,0.57,0.58,,,0.54,30.6,310,7.93,,343648,115fce40-f1b1-418a-8d9a-8f84ce7357d4,2019-08-21T10:17:17,,313
3.52514E+14,2019-08-15T08:49:46.373+06,2019-08-15T15:38:36.297+06,2019-08-15,,2019-08-15T08:49:00.000+06,net_10,12,28.6,0.92,0.93,,,0.85,27.2,326,,1,,MJ,0,1,4,,,4,,1,,2019-08-15T15:34:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29,0.2,0.25,,,0.19,30.6,316,,,343650,e3f5a9a2-c67c-48aa-bfd1-f82705eac495,2019-08-21T10:17:21,,314
3.52514E+14,2019-08-20T09:23:13.706+06,2019-08-20T15:15:16.838+06,2019-08-20,,2019-08-20T09:23:00.000+06,net_03,23,29.9,0.44,0.45,,,0.83,28,,,1,,PB,1,1,6,,,6,,1,,2019-08-20T15:08:00.000+06,1,,,1,,P,1,0,0,0,0,0,,32.4,0.31,0.33,,,0.9,29.7,,,,343651,041cf069-b9bd-4265-bf9c-421c7ba204d0,2019-08-21T10:17:22,,315
3.52514E+14,2019-08-15T09:05:15.929+06,2019-08-15T15:58:42.706+06,2019-08-15,,2019-08-15T09:05:00.000+06,net_10,16,29.6,0.82,0.83,,,0.62,27.2,325,,1,,MJ,0,1,5,,,5,,1,,2019-08-15T15:53:00.000+06,0,PB,0,1,,S,0,1,0,0,0,0,,30.5,0.07,0.1,,,2.78,29.8,329,,,343653,4af7403c-e2f6-4d2e-951c-48a3cdfa1ecd,2019-08-21T10:17:24,,316
3.52514E+14,2019-08-20T09:32:04.193+06,2019-08-20T15:26:13.694+06,2019-08-20,,2019-08-20T09:32:00.000+06,net_03,3,30,0.46,0.49,,,0.65,28.2,,,1,,MJ,0,1,7,,,7,,1,,2019-08-20T15:17:00.000+06,1,,,1,,P,1,0,0,0,0,0,,33.5,0.32,0.35,,,0.68,30.9,,,,343654,9a52a69e-bdc9-4f9a-bcf6-77c79a336ab9,2019-08-21T10:17:25,,317
3.52514E+14,2019-08-17T15:25:55.919+06,2019-08-18T07:54:46.271+06,2019-08-17,,2019-08-17T15:26:00.000+06,net_06,1,28.7,1.03,1.05,,,0.01,28.5,472,8.12,1,,MJ,0,1,1,,,1,,1,,2019-08-18T07:44:00.000+06,1,,,1,,P,1,0,0,0,0,0,,27.4,0.02,0.06,,,0.01,27.3,432,8.07,,343655,ff658328-f1bb-4b2a-a220-ae2e96dd4ea3,2019-08-21T10:17:26,,318
3.52514E+14,2019-08-17T08:01:19.290+06,2019-08-18T07:42:07.784+06,2019-08-17,,2019-08-17T14:45:00.000+06,net_08,9,29.6,0.75,0.77,,,0.47,28.4,365,,1,,SJC,1,1,1,,,1,,1,,2019-08-18T07:39:00.000+06,1,,,1,,P,1,0,0,0,1,0,,26.3,0.43,0.46,,,0.66,27.1,364,,,343656,a7066893-00b1-4072-aab4-240d595cd1e3,2019-08-21T10:18:15,,319
3.52514E+14,2019-08-17T15:34:56.599+06,2019-08-18T08:21:38.072+06,2019-08-17,,2019-08-17T15:35:00.000+06,net_06,2,28.8,1.08,1.09,,,0.01,28.2,469,8.1,1,,MJ,0,1,2,,,2,,1,,2019-08-18T08:15:00.000+06,1,,,1,,P,1,0,0,0,0,0,,27.2,0.05,0.15,,,0.01,26.9,463,8.23,,343662,0435ae70-00b5-43ac-aecc-d0ab5212d2ba,2019-08-21T10:18:56,,320
3.52514E+14,2019-08-17T14:57:33.831+06,2019-08-18T07:50:26.343+06,2019-08-17,,2019-08-17T14:57:00.000+06,net_08,8,29.5,0.72,0.77,,,0.41,28.7,355,,1,,MJ,0,0,2,,,2,,1,,2019-08-18T07:46:00.000+06,1,,,1,,P,1,0,0,0,0,0,,26.9,0.28,0.3,,,0.28,27.6,356,,,343663,fb5d418c-d04f-42f9-8b79-034304a22961,2019-08-21T10:18:58,,321
3.52514E+14,2019-08-17T15:43:25.802+06,2019-08-18T08:29:56.604+06,2019-08-17,,2019-08-17T15:43:00.000+06,net_07,12,28.5,0.59,0.6,,,0.01,28.1,289,7.96,1,,PB,1,1,3,,,3,,1,,2019-08-18T08:26:00.000+06,1,,,1,,S,0,1,0,0,0,0,,25.6,0.53,0.55,,,0.28,26.6,289,8.19,,343664,92096d4e-8e9c-4ace-a5bf-c7cd54a1c782,2019-08-21T10:18:59,,322
3.52514E+14,2019-08-17T15:16:00.528+06,2019-08-18T08:01:42.348+06,2019-08-17,,2019-08-17T15:16:00.000+06,net_08,13,30.3,0.73,0.77,,,0.49,28.5,351,,1,,MJ,0,1,3,,,3,,1,,2019-08-18T07:56:00.000+06,1,,,1,,P,1,0,0,0,0,0,,26.2,0.37,0.38,,,0.22,27.3,352,,,343665,af8a6c2c-2a01-4e84-a419-38c590240fe6,2019-08-21T10:19:01,,323
3.52514E+14,2019-08-21T08:33:32.198+06,2019-08-21T14:35:03.095+06,2019-08-21,,2019-08-21T08:33:00.000+06,net_03,7,30.4,0.69,0.72,,,0.79,27.9,,,1,,MJ,0,1,2,,,2,,1,,2019-08-21T14:27:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.2,0.4,0.59,,,0.48,29.5,,,,343666,15f33590-2fc6-4f65-a911-330e39637250,2019-08-21T10:19:02,,324
3.52514E+14,2019-08-17T15:55:17.487+06,2019-08-18T08:49:26.286+06,2019-08-17,,2019-08-17T15:55:00.000+06,net_07,6,29.7,0.69,0.72,,,0.01,27.9,290,7.92,1,,MJ,0,0,4,,,4,,1,,2019-08-18T08:40:00.000+06,1,,,1,,P,1,0,0,0,0,0,,27.6,0.5,0.51,,,0.01,27.1,287,8.08,,343667,c8f06cc5-4d3e-431c-9cd1-8bcf9925baa1,2019-08-21T10:19:02,,325
3.52514E+14,2019-08-17T15:23:00.902+06,2019-08-18T08:14:04.473+06,2019-08-17,,2019-08-17T15:23:00.000+06,net_08,7,30.6,0.53,0.56,,,0.16,27.8,340,,1,,MJ,0,0,4,,,4,,1,,2019-08-18T08:07:00.000+06,1,,,1,,P,1,0,0,0,0,0,,25.4,0.15,0.2,,,0.01,26.9,356,,,343668,70554e28-0532-4f56-90a3-788acd19ad4e,2019-08-21T10:19:04,,326
3.52514E+14,2019-08-21T08:44:36.945+06,2019-08-21T14:47:53.577+06,2019-08-21,,2019-08-21T08:44:00.000+06,net_03,8,30.6,0.66,0.67,,,0.35,28.1,,,1,,MJ,0,1,5,,,5,,1,,2019-08-21T14:37:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30.1,0.56,0.57,,,0.33,29.4,,,,343669,fbc600ee-45dd-4652-aee8-6a02652c7dff,2019-08-21T10:19:05,,327
3.52514E+14,2019-08-17T16:09:06.192+06,2019-08-18T08:03:33.045+06,2019-08-17,,2019-08-17T16:09:00.000+06,net_07,5,28.9,0.7,0.73,,,0.01,28,292,7.9,1,,MJ,0,1,5,,,5,,1,,2019-08-18T07:56:00.000+06,1,,,1,,P,1,0,0,0,0,0,,26.2,0.5,0.51,,,0.01,26.7,288,8.05,,343670,72c588a8-65b9-47e3-aae4-97913cb59ba2,2019-08-21T10:19:05,,328
3.52514E+14,2019-08-17T15:36:31.923+06,2019-08-18T08:28:16.203+06,2019-08-17,,2019-08-17T15:40:00.000+06,net_08,6,29.3,0.73,0.79,,,0.59,27.9,346,,1,,MJ,0,1,5,,,5,,1,,2019-08-18T08:19:00.000+06,1,,,1,,P,1,0,0,0,1,0,,25.7,0.38,0.44,,,1.88,26.7,417,,,343671,f8d07914-15f0-4417-b1d8-7793a9be58c1,2019-08-21T10:19:08,,329
3.52514E+14,2019-08-18T16:29:02.909+06,2019-08-19T07:35:37.812+06,2019-08-18,,2019-08-18T16:29:00.000+06,net_07,2,27.7,0.69,0.78,,,0.01,27.8,291,8.01,1,,MJ,0,1,1,,,1,,1,,2019-08-19T07:34:00.000+06,0,PB,1,1,,S,0,1,0,0,1,0,,27.8,0.26,0.33,,,0.1,27.2,295,8.08,,343672,63d6ea6f-e177-4b17-8e11-5c7822484ce0,2019-08-21T10:19:09,,330
3.52514E+14,2019-08-18T15:02:21.122+06,2019-08-19T07:25:24.322+06,2019-08-18,,2019-08-18T15:02:00.000+06,net_08,1,28.8,0.78,0.85,,,0.45,29.4,368,,1,,MJ,0,1,1,,,1,,1,,2019-08-19T07:19:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.5,0.51,0.56,,,0.55,27.8,379,,,343673,4bd857c9-084e-4562-9a95-f2f80f2b8511,2019-08-21T10:19:12,,331
3.52514E+14,2019-08-18T16:33:57.959+06,2019-08-19T08:21:32.364+06,2019-08-18,,2019-08-18T16:34:00.000+06,net_07,14,28,0.67,0.7,,,0.01,27.8,295,8.06,1,,PB,1,1,2,,,2,,1,,2019-08-19T08:15:00.000+06,0,PB,1,1,,S,0,1,0,0,1,0,,28.7,0.58,0.59,,,0.01,28.2,290,7.91,,343674,a70a531c-1b50-4ae3-bae3-acb017c718ce,2019-08-21T10:19:13,,332
3.52514E+14,2019-08-18T16:42:32.400+06,2019-08-19T08:43:51.297+06,2019-08-18,,2019-08-18T16:42:00.000+06,net_07,1,30.4,0.75,0.77,,,0.01,28.2,291,7.94,1,,MJ,0,1,3,,,3,,1,,2019-08-19T08:40:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30.9,0.09,0.1,,,0.01,28.8,277,7.77,,343675,15424437-1662-4b5b-ab3d-3257498a6abc,2019-08-21T10:19:22,,333
3.52514E+14,2019-08-19T16:04:42.778+06,2019-08-20T08:03:35.080+06,2019-08-19,,2019-08-19T16:04:00.000+06,net_10,14,28.5,0.33,0.36,,,0.41,27.6,387,,1,,PB,1,1,5,,,5,,1,,2019-08-20T07:58:00.000+06,1,,,1,,S,0,1,0,0,0,0,,28.4,0.08,0.12,,,0.45,,,,,343676,e95102eb-b7cd-47d4-ab54-da0a070780d4,2019-08-21T10:19:24,,334
3.52514E+14,2019-08-18T16:49:39.373+06,2019-08-19T08:32:16.409+06,2019-08-18,,2019-08-18T16:49:00.000+06,net_07,13,29.2,0.69,0.7,,,0.01,28.1,293,7.92,1,,MJ,0,1,4,,,4,,1,,2019-08-19T08:26:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.7,0.45,0.45,,,0.01,27.8,291,7.96,,343677,87f67b71-5208-4f08-bf5c-4bc4dfc828d4,2019-08-21T10:19:26,,335
3.52514E+14,2019-08-18T16:59:49.203+06,2019-08-19T08:09:36.764+06,2019-08-18,,2019-08-18T16:59:00.000+06,net_07,15,29,0.68,0.69,,,0.01,28.2,292,7.92,1,,MJ,0,1,5,,,5,,1,,2019-08-19T08:05:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.2,0.3,0.31,,,0.01,27.8,290,8.11,,343678,532bb7f9-cf98-47a5-8037-543d09265cb5,2019-08-21T10:19:29,,336
3.52514E+14,2019-08-15T08:52:58.532+06,2019-08-15T15:22:33.990+06,2019-08-15,,2019-08-15T08:53:00.000+06,net_09,1,30.8,0.07,0.1,,,0.78,28.2,,,1,,MJ,0,1,1,,,1,,1,,2019-08-15T15:15:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30.1,0.04,0.05,,,3.4,28.5,,,,343679,581c6f0e-a22b-4a15-8a95-399cceb1b2b3,2019-08-21T10:19:31,,337
3.52514E+14,2019-08-19T15:56:33.121+06,2019-08-20T08:04:03.450+06,2019-08-19,,2019-08-19T15:56:00.000+06,net_07,10,31.3,0.86,0.87,,,0.01,28.6,294,7.93,1,,PB,1,1,1,,,1,,1,,2019-08-20T07:59:00.000+06,1,,,1,,S,0,1,0,0,1,0,,30.3,0.48,0.51,,,0.01,29.1,293,8.03,,343680,8a155508-a1ac-4d0d-b73f-0ba29052b085,2019-08-21T10:19:33,,338
3.52514E+14,2019-08-17T08:20:18.908+06,2019-08-17T14:45:58.228+06,2019-08-17,,2019-08-17T08:20:00.000+06,net_09,4,27.5,0.19,0.28,,,0.68,27.7,,,1,,MJ,0,1,1,,,1,,1,,2019-08-17T14:32:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.1,0.11,0.18,,,0.84,28.9,,,,343681,e60cc255-db2b-4bb4-8f7e-6469181b565c,2019-08-21T10:19:34,,339
3.52514E+14,2019-08-21T08:20:45.731+06,2019-08-21T14:25:24.240+06,2019-08-21,,2019-08-21T08:20:00.000+06,net_03,6,30.1,0.33,0.57,,,1.03,28.1,,,1,,MJ,0,1,1,,,1,,1,,2019-08-21T14:19:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30,0.19,0.23,,,1.16,29.3,,,,343682,af3f466c-4771-481b-9c83-e7dc08bf0283,2019-08-21T10:19:39,,340
3.52514E+14,2019-08-22T09:32:31.580+06,2019-08-22T15:25:13.154+06,2019-08-22,,2019-08-22T09:32:00.000+06,net_03,15,29.4,0.73,0.75,,,0.79,27.8,,,1,,MJ,0,1,7,,,7,,1,,2019-08-22T15:16:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.2,0.42,0.43,,,0.54,28.6,,,,344471,2fc77b67-3326-479f-87f6-1ed296ad8528,2019-08-28T09:36:30,,341
3.52514E+14,2019-08-22T09:10:49.899+06,2019-08-22T14:32:46.517+06,2019-08-22,,2019-08-22T09:10:00.000+06,net_06,14,29.9,0.71,0.77,,,0.01,28.6,474,8.08,1,,MJ,1,1,2,,,2,,1,,2019-08-22T14:24:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.1,0.28,0.33,,,0.01,29.5,476,8.11,,344472,84989be9-56cf-4d28-a5d2-49cfc4f09b73,2019-08-28T09:38:15,,342
3.52514E+14,2019-08-22T08:40:44.296+06,2019-08-22T14:52:44.039+06,2019-08-22,,2019-08-22T08:43:00.000+06,net_08,2,29.2,0.8,0.83,,,0.05,28,,,1,,MJ,0,1,3,,,3,,1,,2019-08-22T14:45:00.000+06,0,PB,1,1,,S,0,1,0,0,1,0,,,0.43,0.47,,,0.39,,,,,344473,f83bb7d8-8839-46e4-ad58-fc4f7279882d,2019-08-28T09:38:51,,343
3.52514E+14,2019-08-22T08:31:35.900+06,2019-08-22T15:04:03.047+06,2019-08-22,,2019-08-22T08:31:00.000+06,net_01,22,30.9,0.99,0.97,,,0.11,28.7,306,7.91,1,,PB,1,1,3,,,3,,1,,2019-08-22T15:02:00.000+06,1,,,1,,S,0,1,0,0,1,0,,29.4,0.98,1,,,0.01,28.9,312,7.59,,344474,187df54f-eef3-4f45-9f70-1f58d1194466,2019-08-28T09:38:58,,344
3.52514E+14,2019-08-22T08:55:29.375+06,2019-08-22T15:08:27.142+06,2019-08-22,,2019-08-22T08:55:00.000+06,net_08,11,30.1,0.83,0.84,,,0.48,28,,,1,,PB,1,1,4,,,4,,1,,2019-08-22T15:04:00.000+06,1,,,1,,S,0,1,0,0,1,0,,,0.55,0.58,,,0.2,,,,,344475,b2436dbe-5918-4b4f-b4a2-3fa376b69265,2019-08-28T09:39:04,,345
3.52514E+14,2019-08-22T08:45:12.426+06,2019-08-22T15:13:49.685+06,2019-08-22,,2019-08-22T08:45:00.000+06,net_01,20,32.5,0.61,0.83,,,0.69,28.8,308,7.85,1,,PB,1,1,4,,,4,,1,,2019-08-22T15:10:00.000+06,1,,,1,,S,0,1,0,0,1,0,,28.9,0.28,0.29,,,0.01,28.6,313,7.65,,344477,4b99c87e-e82c-49a9-80f2-bcbc3059173b,2019-08-28T09:39:11,,346
3.52514E+14,2019-08-22T09:24:15.972+06,2019-08-22T14:36:14.717+06,2019-08-22,,2019-08-22T09:24:00.000+06,net_06,4,30.6,0.77,0.77,,,0.01,28.7,477,8.07,1,,MJ,0,1,3,,,3,,1,,2019-08-22T14:35:00.000+06,0,PB,1,0,,,,,,,,,,,,,,,,,,,,344478,d9497c68-235b-4bbf-9ee2-5b53e9ad7c3a,2019-08-28T09:39:12,,347
3.52514E+14,2019-08-22T09:00:49.189+06,2019-08-25T07:12:04.316+06,2019-08-22,,2019-08-22T09:00:00.000+06,net_01,21,28.9,0.17,0.73,,,1.14,29.3,311,7.88,1,,MJ,0,1,5,,,5,,1,,2019-08-22T15:19:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.7,0.62,0.64,,,0.01,28.9,305,7.84,,344479,9d659ede-826a-4dff-b6cd-d4e4e8be375e,2019-08-28T09:39:22,,348
3.52514E+14,2019-08-22T09:09:31.647+06,2019-08-22T15:21:33.045+06,2019-08-22,,2019-08-22T09:09:00.000+06,net_08,14,30,0.82,0.84,,,0.31,27.8,,,1,,MJ,0,1,5,,,5,,1,,2019-08-22T15:14:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.51,0.54,,,0.36,,,,,344481,8cab0293-e5c3-4e62-b11b-eb9f2e984105,2019-08-28T09:39:34,,349
3.52514E+14,2019-08-24T08:26:29.849+06,2019-08-24T14:37:46.963+06,2019-08-24,,2019-08-24T08:05:00.000+06,net_08,9,29.1,0.86,0.89,,,0.21,27.5,,,1,,MJ,0,1,1,,,1,,1,,2019-08-24T14:32:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.49,0.55,,,0.35,,,,,344483,d6f7b8f2-cea3-483e-bb0c-3c454c32c14e,2019-08-28T09:39:49,,350
3.52514E+14,2019-08-22T09:34:13.826+06,2019-08-22T16:17:49.461+06,2019-08-22,,2019-08-22T09:34:00.000+06,net_06,15,30.2,0.58,0.63,,,0.01,29.6,475,8.1,1,,MJ,0,1,4,,,4,,1,,2019-08-22T14:38:00.000+06,1,,,1,,P,1,0,0,0,0,0,,30.6,0.6,0.67,,,0.51,29,475,8.16,,344484,c7f42793-5622-4897-9609-88ffa1fbc2a6,2019-08-28T09:39:50,,351
3.52514E+14,2019-08-22T09:44:46.131+06,2019-08-22T16:18:13.575+06,2019-08-22,,2019-08-22T09:44:00.000+06,net_06,5,30,0.65,0.82,,,0.48,29.1,476,8.11,1,,PB,1,1,5,,,5,,1,,2019-08-22T14:51:00.000+06,1,,,1,,S,0,1,0,0,1,0,,30.9,0.59,0.89,,,0.71,29.3,477,8.08,,344486,c8e6c975-d887-4280-8a30-d21ce403322b,2019-08-28T09:40:33,,352
3.52514E+14,2019-08-24T08:38:02.847+06,2019-08-24T15:09:10.857+06,2019-08-24,,2019-08-24T08:38:00.000+06,net_07,5,27,0.47,0.48,,,0.34,27.3,300,7.63,1,,MJ,0,1,1,,,1,,1,,2019-08-24T14:55:00.000+06,,,,1,,P,1,0,0,0,0,0,,29.5,0.4,0.45,,,0.19,26.9,297,8.15,,344487,047d8403-a305-488b-a2e9-141892a5a26f,2019-08-28T09:40:46,,353
3.52514E+14,2019-08-24T08:46:25.267+06,2019-08-24T15:18:12.065+06,2019-08-24,,2019-08-24T08:46:00.000+06,net_07,3,27.9,0.42,0.48,,,0.41,27.6,295,7.93,1,,PB,1,1,2,,,2,,1,,2019-08-24T15:11:00.000+06,1,,,1,,S,0,1,0,0,1,0,,28.6,0.09,0.11,,,5.28,27.1,290,8.13,,344488,bec0f355-f64b-4540-bcb2-71d073ca6f5a,2019-08-28T09:41:00,,354
3.52514E+14,2019-08-24T15:02:05.692+06,2019-08-25T06:55:33.016+06,2019-08-24,,2019-08-24T15:02:00.000+06,net_09,4,26.6,0.22,0.24,,,0.76,27.5,,,1,,MJ,0,1,1,,,1,,1,,2019-08-25T06:45:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.6,0.06,0.08,,,1.11,28.5,,,,344489,6e9f068c-6cca-4757-839a-870255338f48,2019-08-28T09:41:05,,355
3.52514E+14,2019-08-24T08:29:36.156+06,2019-08-24T14:47:32.867+06,2019-08-24,,2019-08-24T08:18:00.000+06,net_08,8,29,0.76,0.78,,,0.24,27.2,,,1,,MJ,0,1,2,,,2,,1,,2019-08-24T14:42:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.47,0.5,,,0.37,,,,,344490,6d9fbdf7-551b-46b9-b383-4a7f4e8b6516,2019-08-28T09:41:16,,356
3.52514E+14,2019-08-24T09:04:51.677+06,2019-08-24T15:23:00.320+06,2019-08-24,,2019-08-24T09:04:00.000+06,net_07,2,30.2,0.33,0.37,,,0.37,28.1,296,7.89,1,,MJ,0,1,3,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,344491,2ef97ec4-dd0b-42cc-9883-9e17943679f2,2019-08-28T09:41:19,,357
3.52514E+14,2019-08-24T08:37:50.330+06,2019-08-24T14:56:21.783+06,2019-08-24,,2019-08-24T08:32:00.000+06,net_08,13,29.3,0.81,0.83,,,0.21,27.3,,,1,,MJ,0,1,3,,,3,,1,,2019-08-24T14:50:00.000+06,0,PB,1,1,,S,0,1,0,0,1,0,,,0.43,0.46,,,0.31,,,,,344492,eef37897-5ded-48ea-a1e4-175d7e25a486,2019-08-28T09:41:28,,358
3.52514E+14,2019-08-24T09:13:11.107+06,2019-08-24T15:31:15.440+06,2019-08-24,,2019-08-24T09:13:00.000+06,net_07,4,29,0.27,0.28,,,0.14,27.9,290,8.06,1,,PB,1,1,4,,,4,,1,,2019-08-24T15:25:00.000+06,1,,,1,,S,0,1,0,0,1,0,,28.1,0.1,0.11,,,0.26,27.3,290,8.2,,344493,5b3a8789-e2c2-44cd-8e35-33ec770a5a95,2019-08-28T09:41:36,,359
3.52514E+14,2019-08-24T08:43:53.045+06,2019-08-24T15:11:20.481+06,2019-08-24,,2019-08-24T08:44:00.000+06,net_08,7,29.4,0.72,0.78,,,0.21,27.4,,,1,,MJ,0,1,4,,,4,,1,,2019-08-24T15:07:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.54,0.57,,,0.26,,,,,344494,51ca36c9-fec5-4cae-afc4-b40024ffb297,2019-08-28T09:41:41,,360
3.52514E+14,2019-08-24T15:14:58.248+06,2019-08-25T07:07:10.434+06,2019-08-24,,2019-08-24T15:15:00.000+06,net_09,14,26.8,0.2,0.22,,,0.69,27.5,,,1,,MJ,0,1,2,,,2,,1,,2019-08-25T06:58:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.8,0.04,0.05,,,1.13,28.9,,,,344496,2d7f9e79-14c6-42a7-ad06-e11d86b1998b,2019-08-28T09:41:47,,361
3.52514E+14,2019-08-24T09:03:53.652+06,2019-08-24T15:26:09.683+06,2019-08-24,,2019-08-24T09:00:00.000+06,net_08,6,49,0.73,0.75,,,0.22,,,,1,,MJ,0,1,5,,,5,,1,,2019-08-24T15:20:00.000+06,0,PB,1,1,,S,0,1,0,0,0,0,,,0.43,0.45,,,0.3,,,,,344497,18060a99-f3d3-4324-8405-fd7f387cd6d8,2019-08-28T09:41:50,,362
3.52514E+14,2019-08-24T09:22:42.194+06,2019-08-24T15:48:45.272+06,2019-08-24,,2019-08-24T09:22:00.000+06,net_07,9,30,0.51,0.54,,,0.09,28.2,292,8.09,1,,MJ,0,1,5,,,5,,1,,2019-08-24T15:35:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.9,0.06,0.07,,,0.36,27.4,290,8.07,,344498,3aef1152-e56e-487b-ad29-e0fdf0bb37f0,2019-08-28T09:41:54,,363
3.52514E+14,2019-08-26T08:20:02.929+06,2019-08-26T15:21:27.020+06,2019-08-26,,2019-08-26T08:20:00.000+06,net_08,4,49,1.45,0.52,,,0.01,,,,1,,SJC,1,1,1,,,1,,1,,2019-08-26T15:15:00.000+06,1,,,1,,P,1,0,0,0,1,0,,,0.75,0.78,,,0.13,,,,,344499,21e4d53e-8490-43f9-8f6c-5c7d0b16f0ff,2019-08-28T09:42:03,,364
3.52514E+14,2019-08-24T15:27:36.539+06,2019-08-25T07:30:39.809+06,2019-08-24,,2019-08-24T15:27:00.000+06,net_09,5,26.8,0.21,0.23,,,0.58,27.6,,,1,,PB,0,1,5,,,5,,1,,2019-08-25T07:20:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.8,0.07,0.09,,,0.98,28.2,,,,344500,b9857346-34ba-4d28-badd-88d46ef6e72a,2019-08-28T09:42:06,,365
3.52514E+14,2019-08-26T09:06:33.869+06,2019-08-26T17:01:14.886+06,2019-08-26,,2019-08-26T09:06:00.000+06,net_06,9,30.9,0.87,0.88,,,0.32,28.8,477,8.17,1,,MJ,0,1,1,,,1,,1,,2019-08-26T16:57:00.000+06,1,,,1,,P,1,0,0,0,0,0,,28.6,0.34,0.36,,,0.41,27.9,362,8.21,,344501,44bf79c7-578b-4126-bc8b-35446bea755b,2019-08-28T09:42:13,,366
3.52514E+14,2019-08-26T08:30:19.119+06,2019-08-26T15:36:14.551+06,2019-08-26,,2019-08-26T08:30:00.000+06,net_08,3,49,1.48,1.5,,,0.01,,,,1,,MJ,0,1,2,,,2,,1,,2019-08-26T15:29:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.81,0.83,,,0.12,,,,,344502,efa28824-35a9-4014-80a7-37892b29b7ac,2019-08-28T09:42:15,,367
3.52514E+14,2019-08-24T15:38:42.187+06,2019-08-25T07:41:51.181+06,2019-08-24,,2019-08-24T15:38:00.000+06,net_09,20,26.9,0.22,0.26,,,0.59,27.8,,,1,,MJ,0,1,6,,,6,,1,,2019-08-25T07:33:00.000+06,1,,,1,,P,1,0,0,0,0,0,,29.9,0.08,0.1,,,0.95,28.2,,,,344503,8cdc5e4a-94b0-4dbf-ad1b-fdc9d7b397e0,2019-08-28T09:42:20,,368
3.52514E+14,2019-08-26T08:42:22.846+06,2019-08-26T15:49:51.661+06,2019-08-26,,2019-08-26T08:42:00.000+06,net_08,12,49,1.4,0.43,,,0.01,,,,1,,MJ,0,1,3,,,3,,1,,2019-08-26T15:41:00.000+06,1,,,1,,P,1,0,0,0,0,0,,,0.74,0.76,,,0.09,,,,,344505,965d2109-b431-40cc-b87d-e381ee98174f,2019-08-28T09:42:40,,369
3.52514E+14,2019-08-26T09:15:32.943+06,2019-08-26T17:13:23.623+06,2019-08-26,,2019-08-26T09:19:00.000+06,net_06,12,29.5,0.95,0.97,,,0.17,28,472,8.19,1,,PB,1,1,2,,,2,,1,,2019-08-26T17:12:00.000+06,1,,,1,,S,0,1,0,0,0,0,,28.9,0.09,0.11,,,0.26,27.6,239,8.03,,344506,32413fad-4ad6-4957-8ba4-84df6f017ad5,2019-08-28T09:43:06,,370
